Experiment: Trueswell2013-Exp1

refriger-N:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
22-refriger	J-25:	0.99998	0.99993	1.00000	1.00000	0.43712	0.53202	0.52243
22-fork    	J-25:	0.99997	0.99987	1.00000	1.00000	0.43354	0.53247	0.52430
23-computer	J-25:	0.99997	0.99996	1.00000	0.99995	0.47230	0.53673	0.50016


bowl    -C:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
21-bowl    	J-25:	1.00000	1.00000	1.00000	0.99999	0.51384	0.52949	0.47966
22-refriger	J-25:	0.99998	0.99993	1.00000	1.00000	0.43712	0.53202	0.52243
23-computer	J-25:	0.99997	0.99996	1.00000	0.99995	0.47230	0.53673	0.50016
22-fork    	J-25:	0.99997	0.99987	1.00000	1.00000	0.43354	0.53247	0.52430
23-cooker  	J-25:	0.99996	0.99985	1.00000	0.99999	0.45823	0.52156	0.51481


canister-I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
20-bed     	J-20:	0.99992	1.00000	0.99971	0.99996	0.53044	0.46624	0.49748
18-fork    	J-20:	0.99994	0.99991	0.99983	0.99999	0.47386	0.47363	0.52656
24-bowl    	J-20:	0.99998	1.00000	1.00000	0.99996	0.52276	0.52667	0.47578
34-sofa    	J-20:	0.99996	1.00000	0.99985	0.99998	0.52244	0.45829	0.50549
18-canister	J-20:	0.99995	0.99988	0.99995	0.99999	0.46797	0.47858	0.52779


canister-I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
24-bowl    	J-20:	0.99998	1.00000	1.00000	0.99996	0.52276	0.52667	0.47578
34-sofa    	J-20:	0.99996	1.00000	0.99985	0.99998	0.52244	0.45829	0.50549
18-canister	J-20:	0.99995	0.99988	0.99995	0.99999	0.46797	0.47858	0.52779
18-fork    	J-20:	0.99994	0.99991	0.99983	0.99999	0.47386	0.47363	0.52656
20-bed     	J-20:	0.99992	1.00000	0.99971	0.99996	0.53044	0.46624	0.49748


clock   -I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
25-canister	J-28:	0.99997	0.99990	1.00000	0.99999	0.46422	0.52960	0.50780
26-clock   	J-28:	0.99996	0.99994	1.00000	0.99995	0.46114	0.53647	0.50663
25-chair   	J-28:	0.99994	0.99977	1.00000	1.00000	0.45931	0.52740	0.51158
25-door    	J-28:	0.99994	0.99977	1.00000	1.00000	0.44247	0.53461	0.51818
25-desk    	J-28:	0.99997	0.99990	1.00000	0.99999	0.42974	0.54238	0.52228


clock   -I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
25-desk    	J-28:	0.99997	0.99990	1.00000	0.99999	0.42974	0.54238	0.52228
25-canister	J-28:	0.99997	0.99990	1.00000	0.99999	0.46422	0.52960	0.50780
26-clock   	J-28:	0.99996	0.99994	1.00000	0.99995	0.46114	0.53647	0.50663
25-door    	J-28:	0.99994	0.99977	1.00000	1.00000	0.44247	0.53461	0.51818
25-chair   	J-28:	0.99994	0.99977	1.00000	1.00000	0.45931	0.52740	0.51158


fork    -I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
27-fork    	J-12:	0.99998	0.99996	1.00000	0.99999	0.46049	0.54490	0.50337
29-bowl    	J-12:	1.00000	1.00000	1.00000	0.99999	0.51188	0.53598	0.47792
27-canister	J-12:	0.99996	0.99988	1.00000	0.99999	0.45776	0.53635	0.50862
27-refriger	J-12:	0.99997	0.99989	1.00000	0.99999	0.44814	0.53800	0.51340
27-clock   	J-12:	0.99992	0.99970	1.00000	1.00000	0.45704	0.52506	0.51390


fork    -I:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
29-bowl    	J-12:	1.00000	1.00000	1.00000	0.99999	0.51188	0.53598	0.47792
27-fork    	J-12:	0.99998	0.99996	1.00000	0.99999	0.46049	0.54490	0.50337
27-refriger	J-12:	0.99997	0.99989	1.00000	0.99999	0.44814	0.53800	0.51340
27-canister	J-12:	0.99996	0.99988	1.00000	0.99999	0.45776	0.53635	0.50862
27-clock   	J-12:	0.99992	0.99970	1.00000	1.00000	0.45704	0.52506	0.51390


Total correct:	3.00000	12	0.25000
Last incorrect:	2	3.00000	0.66667
Last correct:	1	3.00000	0.33333
Total nodes: 37
Total contexts: 38

refriger-C:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
31-fork    	J-38:	0.99995	0.99984	1.00000	0.99998	0.45388	0.54117	0.50878
30-desk    	J-38:	0.99999	0.99996	1.00000	1.00000	0.45290	0.52998	0.51420
30-sofa    	J-38:	0.99995	0.99982	1.00000	1.00000	0.45543	0.52536	0.51474
31-cooker  	J-38:	0.99995	0.99989	1.00000	0.99996	0.46595	0.54005	0.50233
30-refriger	J-38:	0.99997	0.99989	1.00000	0.99999	0.44119	0.53432	0.51911


refriger-C:	Ctxt	a	v_act	a_act	c_act	v_ds	a_ds	c_ds
30-desk    	J-38:	0.99999	0.99996	1.00000	1.00000	0.45290	0.52998	0.51420
30-refriger	J-38:	0.99997	0.99989	1.00000	0.99999	0.44119	0.53432	0.51911
